title,artists,artist_nationality,genre,object_type,height,width,area,seller,seller_type,buyer,buyer_type,buyer_address,coordinates,purchase_date,sale_date,purchase_price,sale_price
Port of General Wolfe,"SCHAAK, J.S.C.",British,Portrait,Painting,,,,Agnew's,Dealer,"Pell, S.H.",Collector,"43 Exchange Place, New York, NY, USA","40.705998,-74.010419",1913-10-10,1916-06-08,220,2500
Port of a Doctor of Law in Pink Satin Coat with gown,"HIGHMORE, JOSEPH",British,Portrait,Painting,,,,Agnew's,Dealer,"Lancashire, J.H.",Collector,"7 E. 75th St., New York, NY, USA","40.774338,-73.965331",1913-10-09,1920-06-09,46,2800
A Hunting Party,"WOLSTENHOLME, DEAN (THE ELDER)",British,Genre,Painting,27,45.75,1235.25,"Robinson, Fisher & Co.",Dealer,"McLean, James",Collector,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1914-01-04,1917-05-07,17.85,450
Femms [sic] a buste,"GARRIDO, EDUARDO LEÓN",Spanish,Portrait,Painting,,,,Goupil et Cie.,Dealer,"Vouros, A.",Collector,"5 E. 44th St., New York, NY, USA","40.754756,-73.979737",1878-10-10,1878-11-11,400,100
Christ breaking bread at Emmaus; Christ Breaking Bread at Emmaus,"HONDIUS, ABRAHAM",Dutch,History,Painting,,,,American Art Association,Dealer,"Kleinberger, (F.), Galleries",Dealer,"725 Fifth Ave., New York, NY, USA","40.764448,-73.973789",1914-03-05,1927-03-10,100,666.6666666666666
Port of a young Lady at her Toilet,"NEER, EGLON HENDRIK VAN DER",Dutch,Portrait,Painting,,,,American Art Association,Dealer,"Fleischmann, Udo M.",Collector,"49 E. 52nd St., New York, NY, USA","40.759066,-73.974439",1914-03-06,1919-01-02,650,1400
Church in Amsterdam Holland,"BERCKHEYDE, GERRIT ADRIAENSZ.",Dutch,Landscape,Painting,,,,American Art Association,Dealer,"De Wild, C.F.L.",Collector,"556 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1914-03-09,1914-05-12,80,80
Still Life - Flowers,"AELST, WILLEM VAN",Dutch,Still Life,Painting,,,,American Art Association,Dealer,"Hanna, Stuart, Mrs.",Collector,"630 Park Ave., New York, NY, USA","40.76714,-73.966887",1914-03-09,1918-02-10,200,450
Long Venice,"WHISTLER, JAMES ABBOTT MCNEILL",American,Landscape,Pastel,,,,"Canfield, Richard Albert",Collector,"Straight, Willard, Mrs.",Collector,"17 E. 70th St., New York, NY, USA","40.770663,-73.967269",1914-03-12,1914-05-10,2500,3500
A Street Venice,"WHISTLER, JAMES ABBOTT MCNEILL",American,Landscape,Pastel,,,,"Canfield, Richard Albert",Collector,"Field, Marshall III",Collector,"6 E. 77th St., New York, NY, USA","40.775552,-73.964618",1914-04-10,1915-05-07,500,2500
Ruhe auf der Weide,"BURNIER, RICHARD",Dutch,Genre,Painting,,,,"Conzen, Leopold",Dealer,Pottier & Stymus,Dealer,"Lexington Ave., New York, NY, USA","40.745734,-73.980209",1878-10-10,1879-04-04,1500,250
Nude Study,"WHISTLER, JAMES ABBOTT MCNEILL",American,Genre,Painting,10.875,7.125,77.484375,"V.G. Fischer Art Company, Inc.",Dealer,"Bosworth, W.W.",Collector,"527 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1914-04-02,1914-05-07,200,720
Miss Alexander,"WHISTLER, JAMES ABBOTT MCNEILL",American,Portrait,Painting,11.625,7.625,88.640625,"V.G. Fischer Art Company, Inc.",Dealer,"Thomas, Seth Edward Jr.",Collector,"2 E. 88th St., New York, NY, USA","40.782833,-73.959469",1914-04-03,1914-05-06,200,1000
Head & Bust of a young girl,"HENNER, JEAN JACQUES",French,Portrait,Painting,10.5,8.5,89.25,American Art Association,Dealer,"Baldwin, Leroy W.",Collector,"8 E. 70th St., New York, NY, USA","40.770914,-73.967725",1914-04-01,1914-04-02,450,550
Die Weinprobe,"ZIMMERMANN, REINHARD SEBASTIAN",German,Genre,Painting,,,,"Conzen, Leopold",Dealer,"Rutten, August",Collector,"39 W. 58th St., New York, NY, USA","40.764422,-73.974821",1878-10-10,1879-06-06,900,350
An Autumn afternoon,"MURPHY, JOHN FRANCIS",American,Landscape,Painting,36,24,864,"Murphy, John Francis",Artist,"Baldwin, Charles Lansing",Collector,"145 W. 58th St., New York, NY, USA","40.765601,-73.977632",1914-04-10,1914-05-11,2000,3000
A Storm,"MURPHY, JOHN FRANCIS",American,Landscape,Painting,22,16,352,"Murphy, John Francis",Artist,"Gage, Baron W.",Collector,"295 Washington Ave., Brooklyn, NY, USA","40.690022,-73.966218",1914-04-05,1914-05-09,1000,1500
Gathering Wheat,"LHERMITTE, LÉON AUGUSTIN",French,Genre,Painting,27.75,33.5,929.625,"Stern, A., Mrs.",Collector,"Bacon, Francis M., Jr.",Collector,"15 E. 47th St., New York, NY, USA","40.756915,-73.978878",1914-05-04,1916-04-09,800,6300
Cattle,"DIETERLE, MARIE",French,Animals,Painting,27.5,21.25,584.375,"Stern, A., Mrs.",Collector,"Kiser, John William, Jr.",Collector,"22 E. 47th St., New York, NY, USA","40.756873,-73.979111",1914-05-12,1915-03-01,100,2500
Three boats in Harbor at San Vigilio Lac de Garda,"SARGENT, JOHN SINGER",American,Landscape,Painting,22,28,616,"Sargent, John Singer",Artist,"Deering, Charles",Collector,"9 W. 52nd St., New York, NY, USA","40.759702,-73.975982",1914-07-07,1916-11-04,300,6000
Miss Jean Atholl Drummond,"ROMNEY, GEORGE",British,Portrait,Painting,30,25,750,Christie's,Dealer,"Reid, Daniel Gray",Collector,"14 Wall St./907 Fifth Ave., New York, NY, USA","40.707407,-74.011029",1914-07-07,1917-01-01,840,13500
The Musician,"HOLBEIN, HANS (THE YOUNGER)",German,Genre,Painting,17.25,17.25,297.5625,Colnaghi's,Dealer,"Goldman, Henry",Collector,"998 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1914-08-08,1917-01-03,25000,135000
Port. of Francesco de Medici,"BRONZINO, AGNOLO",Italian,Portrait,Painting,64,34,2176,"Dunn, James Hamet, 1st Bart.",Collector,"Frick, Henry Clay",Collector,"640 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1914-08-08,1915-12-11,9000,72000
St. Andrew,"GRECO, EL (DOMENICO THEOTOCOPULI)",Greek and Spanish,History,Painting,29.25,22.75,665.4375,"Dunn, James Hamet, 1st Bart.",Collector,Scott and Fowles,Dealer,"590 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1914-08-08,1917-01-11,750,4444.08
Port. Of a Lady,"GOYA Y LUCIENTES, FRANCISCO JOSÉ DE",Spanish,Portrait,Painting,31.5,23,724.5,"Dunn, James Hamet, 1st Bart.",Collector,"Frick, Henry Clay",Collector,"640 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1914-08-08,1915-01-09,5000,45000
The Gleaner,"BRETON, JULES ADOLPHE AIMÉ LOUIS",French,Genre,Painting,12.625,12.625,159.390625,"McCutcheon, George Barr",Collector,"Levy, (John), Galleries",Dealer,"14 E. 46th St., New York, NY, USA","40.756136,-73.979366",1914-11-02,1916-06-04,200,750
A View of Sion House & the Thames,"WILSON, RICHARD",British,Landscape,Painting,,,,Metropolitan Art Association,Dealer,"Phipps, John Shafer",Collector,"787 Fifth Ave., New York, NY, USA","40.764056,-73.974006",1915-02-02,1915-02-09,1000,1200
Gathering Wild Flowers,"BOLDINI, GIOVANNI",Italian,Genre,Painting,,,,American Art Association,Dealer,"Patterson, Rufus L.",Collector,"511 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1915-04-04,1920-12-05,250,20000
The Sheepfold,"SARGENT, JOHN SINGER",American,Landscape,Painting,28,36,1008,"Sargent, John Singer",Artist,"Frick, Henry Clay",Collector,"1 E. 70th St., New York, NY, USA","40.771147,-73.967993",1915-04-04,1916-06-12,300,6500
Moutons au paturage; Sheep at pasture,"MAUVE, ANTON",Dutch,Landscape; Animals,Painting,15.25,28.75,438.4375,Allard et Noël,Dealer,"Williams, G.N., Jr.",Collector,"24 E. 92nd St., New York, NY, USA","40.784907,-73.957004",1896-11-11,1901-04-04,17000,6750
"[""Calm, boats on the Scheldt"" title info from Sales Book 9, 1907-1912, f.210]; Calm boats Escaut; Calm boats Schelde","CLAYS, PAUL JEAN",Belgian,Landscape,Painting,22.75,32,728,"Berckmans, Estelle L.",Collector,"Phillips, Charles S.",Collector,"546 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1903-01-13,1903-02-02,700,1500
Moutons,"SCHENCK, AUGUST FRIEDRICH ALBRECHT",Danish,Animals,Painting,,,,Bulla Frères et Jouy,Dealer,Pottier & Stymus,Dealer,"Lexington Ave., New York, NY, USA","40.745734,-73.980209",1878-10-10,1879-04-04,1000,250
Moutons,"SCHENCK, AUGUST FRIEDRICH ALBRECHT",Danish,Animals,Painting,,,,Bulla Frères et Jouy,Dealer,"White, Alfred Tredway",Collector,"63 Broadway, Brooklyn, NY, USA","40.710733,-73.967201",1878-10-10,1879-03-03,1000,300
Colonel Henry Townshend,"REYNOLDS, JOSHUA",British,Portrait,Painting,30,24.875,746.25,"Sulley, (Arthur J.), and Co.",Dealer,"Clarke, Lewis L.",Collector,"998 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1915-08-08,1916-05-11,1000,6750
Miss Mary Townshend,"KAUFFMANN, ANGELICA",Swiss,Portrait,Painting,36,28,1008,"Sulley, (Arthur J.), and Co.",Dealer,"Kiser, Thirza Wilhelmina Furrow",Collector,"270 Park Ave., New York, NY, USA","40.755686,-73.975226",1915-08-08,1920-01-01,300,4500
Mountain with ruins & figures,"GAINSBOROUGH, THOMAS",British,Landscape,Painting,9.25,12.5,115.625,Colnaghi's,Dealer,Roebel and Reinhardt Galleries,Dealer,"565 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1915-08-08,1916-10-01,11.666666666666666,1250
Mountain view with bridge woman & child,"GAINSBOROUGH, THOMAS",British,Landscape,Painting,9.375,12.375,116.015625,Colnaghi's,Dealer,Roebel and Reinhardt Galleries,Dealer,"565 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1915-08-08,1916-10-11,11.666666666666666,1250
Arab & horse at Fountain,"SCHREYER, CHRISTIAN ADOLF",German,Genre,Painting,8.625,6.375,54.984375,"Somers, Harold",Collector,"Baldwin, Leroy W.",Collector,"580 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1915-08-08,1916-11-01,600,1100
Rio Santa Marina,"RICO ORTEGA, MARTÍN",Spanish,Landscape,Painting,14.375,9.375,134.765625,"Somers, Harold",Collector,"Palmer, Charles T.",Collector,"56 Leonard St., New York, NY, USA","40.71781,-74.006447",1915-08-08,1919-01-07,450,950
Whitehall London,"HENRY, EDWARD LAMSON",American,Landscape,Painting,,,,"Calo, (D. & Sons), Gallery",Dealer,"Foot, J.S., Mrs.",Collector,"521 Park Ave., New York, NY, USA","40.763546,-73.969336",1915-11-11,1916-05-06,80,250
"[""Kept in"" title info from Sales Book 4, 1879-1881, f.111]; Lecon d'arithmetique","NICOL, ERSKINE",British,Genre,Painting,29,21.25,616.25,Goupil et Cie.,Dealer,"Haggin, James Ben Ali",Collector,"18 Wall St., New York, NY, USA","40.70725,-74.010854",1880-07-07,1880-09-09,5000,2000
Cuirassier,"WALKER, JAMES ALEXANDER",British,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Burrill, John E.",Collector,"21 W. 33rd St., New York, NY, USA","40.748093,-73.985472",1878-10-10,1879-01-13,500,150
Springtime,"MOSLER, HENRY",American,Landscape,Painting,,,,"Mosler, Henry",Artist,"Knapp, Joseph Fairchild",Collector,"84 Bedford Ave., Brooklyn, NY, USA","40.720959,-73.953805",1878-11-11,1880-03-03,1500,650
A November Morning; Lady Loughborough; Port of Lady Loughborough,"COTES, FRANCIS; MURPHY, JOHN FRANCIS",American,Landscape,Painting,46,22,1012,"Murphy, John Francis",Artist,"Buchanan, Charles L.",Collector,"110 W. 55th St., New York, NY, USA","40.763081,-73.978395",1913-03-07,1913-04-04,600,900
Recolte de pommes de terre,"MAUVE, ANTON",Dutch,Genre,Painting,,,,"Goupil Gallery, Ltd.",Dealer,"Harper, Fletcher Urling",Collector,"145 W. 21st St., New York, NY, USA","40.742218,-73.994668",1878-11-11,1879-01-13,40,350
Helping little sister,"KEVER, JACOBUS SIMON HENDRIK",Dutch,Genre,Painting,22.375,28,626.5,"Moore, Frederic Potts",Collector,"De Villers Schwab, H.B.",Collector,"118 E. 39th St., New York, NY, USA","40.74984,-73.978218",1916-02-02,1920-01-09,800,1500
Still Life Flowers,"FANTIN-LATOUR, HENRI",French,Still Life,Painting,17.25,14,241.5,American Art Association,Dealer,"Groen, N.A.",Dealer,"c/o John Levy 14 E. 46th St., New York, NY, USA","40.720709,-73.981308",1916-02-02,1916-04-03,850,1000
Marine,"STEVENS, ALFRED EMILE LEOPOLD JOSEPH VICTOR",Belgian,Landscape,Painting,,,,"Levy, (John), Galleries",Dealer,American Art Association,Dealer,"30 E. 57th St., New York, NY, USA","40.763556,-73.975184",1916-02-02,1927-02-02,225,164
Prière de la mosquée,"GÉRÔME, JEAN LÉON",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Raynor, James A.",Collector,"15 W. 36th St., New York, NY, USA","40.749929,-73.98411",1878-10-10,1878-11-11,35000,8800
"""Te-Poi-Poi""","GAUGUIN, PAUL",French,Landscape,Painting,27,36,972,"Bignou, (Étienne), Galerie",Dealer,"Payson, Joan Whitney",Collector,"19 E. 72nd St., New York, NY, USA","40.77187,-73.966137",1945-02-02,1945-02-02,23500,33000
Cattle team pulling a cart,"SOROLLA Y BASTIDA, JOAQUÍN",Spanish,Animals,Painting,,,,"Williams, Charles",Collector,"Ryan, Thomas Fortune",Collector,"858 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1916-03-09,1917-03-09,100,1200
Cattle team resting,"SOROLLA Y BASTIDA, JOAQUÍN",Spanish,Animals,Painting,,,,"Williams, Charles",Collector,"Ryan, Thomas Fortune",Collector,"858 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1916-03-03,1917-03-08,100,1200
Little girl on the sand beach,"SOROLLA Y BASTIDA, JOAQUÍN",Spanish,Landscape,Painting,,,,"Williams, Charles",Collector,"Ryan, Thomas Fortune",Collector,"858 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1916-03-01,1917-03-11,100,900
Don Isidro Gonzales,"GOYA Y LUCIENTES, FRANCISCO JOSÉ DE",Spanish,Portrait,Painting,,,,"Harding, J. Horace",Collector,"Deering, Charles",Collector,"9 W. 52nd St., New York, NY, USA","40.759702,-73.975982",1916-03-10,1916-12-12,17500,30000
Scene XVI Siècle,"LEON Y ESCOSURA, IGNACIO DE",Spanish,Genre,Painting,,,,Goupil et Cie.,Dealer,"Contoit, Charles H.",Collector,"728 Fifth Ave., New York, NY, USA","40.764429,-73.973799",1878-10-10,1878-11-11,5000,1850
Campo Santo Venice,"TURNER, JOSEPH MALLORD WILLIAM",British,Landscape,Painting,24.5,36.5,894.25,Wallis and Son,Dealer,Roebel and Reinhardt Galleries,Dealer,"565 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1916-02-02,1916-10-11,7500,53077.5
Arquebusier,"LEON Y ESCOSURA, IGNACIO DE",Spanish,Genre,Painting,,,,Goupil et Cie.,Dealer,"Burrill, John E.",Collector,"21 W. 33rd St., New York, NY, USA","40.748093,-73.985472",1878-10-10,1879-01-13,1000,350
"[""Taking a survey"" title info from Sales Book 3, 1874-1879, f.250]","SCHREYER, CHRISTIAN ADOLF",German,Genre,Painting,,,,Tedesco Frères,Dealer,"Walker, Isaac",Collector,"166 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1878-10-10,1878-11-11,7250,2000
Early Spring Morning,"TRYON, DWIGHT WILLIAM",American,Landscape,Pastel,8,12,96,"Tryon, Dwight William",Artist,"Williams, Timothy S.",Collector,"98 Remsen St., Brooklyn, NY, USA","40.69412,-73.994619",1916-05-10,1917-02-10,250,350
Bouderie,"KAEMMERER, FREDERIK HENDRIK",Dutch,Genre,Painting,,,,Goupil et Cie.,Dealer,"Harper, Fletcher, Jr.",Collector,"22nd St., New York, NY, USA","40.74088,-73.99007",1878-10-10,1878-12-12,2500,800
Stag Sharpening his Antlers,"BARYE, ANTOINE LOUIS",French,Animals,Sculpture,,,,"Seligman, Henry",Collector,"Scholle, Albert W.",Collector,"763 Fifth Ave., New York, NY, USA","40.764208,-73.973922",1916-05-05,1916-06-03,194,1250
Otho,,,Portrait,Tapestry,,,,French and Co.,Dealer,French and Co.,Dealer,"6 E. 56th St., New York, NY, USA","40.762152,-73.974358",1916-05-03,1917-01-03,12750,10000
J. J. Rousseau,"KAEMMERER, FREDERIK HENDRIK",Dutch,Portrait,Painting,,,,Goupil et Cie.,Dealer,"Burrill, John E.",Collector,"21 W. 33rd St., New York, NY, USA","40.748093,-73.985472",1878-10-10,1879-01-13,1250,400
Mille Fleur with coat of arms,,,History,Tapestry,,,,French and Co.,Dealer,French and Co.,Dealer,"6 E. 56th St., New York, NY, USA","40.762152,-73.974358",1916-05-05,1916-10-08,12750,5000
Julius Caesar,,,History,Tapestry,,,,French and Co.,Dealer,"Watson, M. Parish",Dealer,"560 Fifth Ave, New York, NY, USA","40.76457,-73.973636",1916-05-04,1923-04-04,12750,17733.33
J. J. Rousseau,"KAEMMERER, FREDERIK HENDRIK",Dutch,Portrait,Painting,,,,Goupil et Cie.,Dealer,"Burrill, John E.",Collector,"21 W. 33rd St., New York, NY, USA","40.748093,-73.985472",1878-10-10,1879-01-13,1250,400
Fragment - Solomon & Queen of Sheba,,,History,Tapestry,,,,French and Co.,Dealer,French and Co.,Dealer,"6 E. 56th St., New York, NY, USA","40.762152,-73.974358",1916-05-03,1916-07-10,12750,5000
Small head of Virgin,,,History,Tapestry,,,,French and Co.,Dealer,French and Co.,Dealer,"6 E. 56th St., New York, NY, USA","40.762152,-73.974358",1916-05-06,1916-07-11,12750,333.33
Cavaliers Arabes,"SCHREYER, CHRISTIAN ADOLF",German,Genre,Painting,,,,Goupil et Cie.,Dealer,"Vanderbilt, Cornelius II",Collector,"72 E. 34th St., New York, NY, USA","40.747356,-73.982324",1878-10-10,1878-11-11,10000,3325
The Crucifixion-13 Century,,,History,Tapestry,,,,French and Co.,Dealer,French and Co.,Dealer,"6 E. 56th St., New York, NY, USA","40.762152,-73.974358",1916-05-11,1916-06-01,12750,6666.66
Chats & papillons,"LAMBERT, EUGÈNE",French,Animals,Painting,,,,Goupil et Cie.,Dealer,"Hilton, Henry",Collector,"7 W. 34th St., New York, NY, USA","40.748349,-73.984243",1878-10-10,1879-04-04,2000,700
River Oise near Andrésy,"DAUBIGNY, CHARLES FRANÇOIS",French,Landscape,Painting,13.75,22.375,307.65625,"Talmage, John Frelinghuysen II",Collector,"Levy, (John), Galleries",Dealer,"14 E. 46th St., New York, NY, USA","40.756136,-73.979366",1916-06-10,1916-07-03,3700,4000
Mrs. Thos Law,"STUART, GILBERT",American,Portrait,Painting,29,24,696,"McCormick, Lucy W.",Collector,"Pratt, Herbert Lee",Collector,"26 Broadway, New York, NY, USA","40.706214,-74.012948",1916-07-07,1916-08-08,7500,12500
Mrs. Thos Law,"STUART, GILBERT",American,Portrait,Painting,29,24,696,"McCormick, Lucy W.",Collector,"Pratt, Herbert Lee",Collector,"26 Broadway, New York, NY, USA","40.706214,-74.012948",1916-07-07,1916-08-05,7500,12500
Evening Landscape,"COROT, JEAN BAPTISTE CAMILLE",French,Landscape,Painting,12.75,8,102,Colnaghi's,Dealer,Roebel and Reinhardt Galleries,Dealer,"565 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1916-07-07,1916-10-01,550,2800
Une bonne recette,"FAIVRE, TONY",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Wickes, Edward A.",Collector,"531 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1878-11-11,1878-12-12,1605,450
The Girl in Red,"WHISTLER, JAMES ABBOTT MCNEILL",American,Portrait,Painting,20.25,12.25,248.0625,"Paterson, William B.",Dealer,"Clark, Stephen Carlton",Collector,"46 E. 70th St., New York, NY, USA","40.770409,-73.966111",1916-07-07,1916-11-11,800,15000
Portrait of Mr. Tilly,"COPLEY, JOHN SINGLETON",American,Portrait,Painting,,,,"Armstrong, Louise Van Voorhis",Collector,"Hart, Charles Henry",Collector,"472 West End Ave., New York, NY, USA","40.786825,-73.979376",1916-08-08,1916-11-08,300,1000
Retour du Marché,"CHARNAY, ARMAND",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Cutting, James DeWitt",Collector,"141 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1878-11-11,1879-03-03,1000,300
Andrew Dalzel,"RAEBURN, HENRY",British,Portrait,Painting,49.75,39.5,1965.125,"Wertheimer, Asher",Dealer,"Frick, Henry Clay",Collector,"1 E. 70th St., New York, NY, USA","40.771147,-73.967993",1916-08-08,1916-12-10,1087.5,18000
"George, Lord Anson in a naval uniform","REYNOLDS, JOSHUA",British,Portrait,Painting,50.25,40.125,2016.28125,"Wertheimer, Asher",Dealer,"Hammill, C.W.",Collector,"71 Broadway, New York, NY, USA","40.707452,-74.011946",1916-08-08,1916-12-04,300,1500
Summer,"RUSSELL, JOHN",British,Landscape,Pastel,,,,"Wertheimer, Asher",Dealer,"Bamberger, Harry",Collector,"36 W. 74th St., New York, NY, USA","40.777876,-73.975903",1916-08-08,1928-12-07,300,2400
Rehearsal of the Pas de Loup Orchestra at the Cirque d'Hiver,"SARGENT, JOHN SINGER",American,Genre,Painting,,,,Christie's,Dealer,"Deering, Charles",Collector,"9 W. 52nd St., New York, NY, USA","40.759702,-73.975982",1916-08-08,1916-11-05,231,4500
Port of George III,"RAMSAY, ALLAN (II)",British,Portrait,Painting,,,,Christie's,Dealer,"Kiser, John William, Jr.",Collector,"347 Madison Ave., New York, NY, USA","40.754333,-73.978118",1916-08-08,1920-04-01,109.2,3000
Captain Garrick,"LELY, PETER",British,Portrait,Painting,30,25,750,"McKay, William",Dealer,Roebel and Reinhardt Galleries,Dealer,"565 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1916-08-08,1916-11-02,52.5,450
Mrs. Garrick,"LELY, PETER",British,Portrait,Painting,30,25,750,"McKay, William",Dealer,Roebel and Reinhardt Galleries,Dealer,"565 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1916-08-08,1916-11-01,52.5,450
Miss Merrial Garrick,"JERVAS, CHARLES",Irish,Portrait,Painting,30,34.75,1042.5,"McKay, William",Dealer,Roebel and Reinhardt Galleries,Dealer,"565 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1916-08-08,1916-11-03,52.5,650
